mmsi,imo,vessel_name,year_of_build,flag,dwt,teu_capacity,draft,loa,lbp,breadth_extreme,breadth_moulded,vessel_type
636021981,9551923,Phantom,2009.0,LBR,23250.0,442.0,9.91,180.5,173.28,22.9,22.86,bulk carrier with container capacity
229620000,9605255,MSC Azov,2014.0,MLT,112435.0,9403.0,14.5,299.87,283.23,,48.19,fully cellular containership
255915617,9605231,MSC Dakar X,2013.0,PRT,111841.0,9403.0,14.5,299.88,283.25,,48.2,fully cellular containership
255915616,9605152,MSC Lagos X,2013.0,PRT,111862.0,9403.0,14.5,299.88,283.3,48.2,48.2,fully cellular containership
229625000,9605267,MSC Ajaccio,2014.0,MLT,112230.0,9403.0,14.5,299.84,283.24,,48.2,fully cellular containership
229626000,9605279,MSC Amalfi,2014.0,MLT,112359.0,9403.0,14.5,299.91,283.27,,48.2,fully cellular containership
636023421,9605243,MSC Nairobi X,2013.0,LBR,111862.0,9403.0,16.15,299.92,283.04,48.2,48.2,fully cellular containership
625015012,7635311,Emba Soira,1977.0,ERI,4100.0,154.0,5.64,96.5,87.05,16.03,16.01,general cargo with container capacity
,7510729,Aliki A.,1978.0,UNK,12858.0,120.0,9.6,158.0,148.0,21.85,21.85,general cargo with container capacity
370786000,7721598,Evr,1977.0,PAN,7880.0,302.0,7.72,121.8,114.18,17.63,17.59,general cargo with container capacity
,7018630,Fei Yue,1970.0,UNK,7470.0,,,,,,,general cargo with container capacity
431472000,9588079,One Honolulu,2012.0,JPN,96980.0,8930.0,14.04,334.55,324.17,,45.6,fully cellular containership
431350000,9588081,One Helsinki,2012.0,JPN,96980.0,8930.0,14.04,334.55,319.5,,45.6,fully cellular containership
353592000,9588093,One Hanoi,2013.0,PAN,96980.0,8974.0,14.04,334.55,319.5,45.59,45.59,fully cellular containership
305642000,9569530,BBC Ocean,2011.0,ATG,6253.0,336.0,5.7,115.46,111.63,,16.5,general cargo with container capacity
305847000,9578751,BBC Bahrain,2012.0,ATG,7967.0,455.0,7.0,128.45,121.99,,16.49,general cargo with container capacity
305824000,9578763,BBC Brisbane,2012.0,ATG,7997.0,455.0,7.0,128.54,121.93,16.5,16.49,general cargo with container capacity
305537000,9569528,BBC Australia,2010.0,ATG,6264.0,,5.7,115.47,111.6,,16.49,general cargo with container capacity
636093110,9594482,The Whale Shark,2011.0,LBR,33403.0,1158.0,10.8,179.44,168.94,28.23,28.0,general cargo with container capacity
538010610,9594509,Atlantic Spirit II,2012.0,MHL,33200.0,1158.0,10.82,179.44,168.97,,28.01,general cargo with container capacity
246757000,9573634,Atlantic,2011.0,NLD,3394.0,236.0,5.82,104.59,97.9,,15.6,general cargo with container capacity
209451000,9594494,AAL Paris,2011.0,CYP,33287.0,1158.0,10.8,179.47,168.94,28.0,27.9,general cargo with container capacity
,7034775,Sheng Rong,1970.0,CHN,8566.0,202.0,7.63,125.0,114.51,17.2,17.2,general cargo with container capacity
314001087,9591820,Nerminkarabekir,2011.0,BRB,10953.0,594.0,7.97,122.2,116.0,,19.8,general cargo with container capacity
538090635,9594470,Grey Fox,2011.0,MHL,32900.0,1158.0,10.8,179.42,168.93,,28.0,general cargo with container capacity
413900047,,Xin Hang 829,2010.0,CHN,,,2.8,50.0,,13.0,,fully cellular containership
671145100,7631042,Tamara,1977.0,TGO,3874.0,194.0,5.5,95.15,88.8,13.6,13.6,general cargo with container capacity
345040013,7636080,San Guillermo,1977.0,MEX,2840.0,130.0,5.32,115.12,103.4,17.45,17.42,roll on roll off with container capacity
,,Xin Hong Xiang 7,2004.0,CHN,4433.0,186.0,5.9,,95.6,,13.5,general cargo with container capacity
412473710,,Hui Gang Tong 31,2010.0,CHN,,,4.3,79.0,,15.0,,general cargo with container capacity
244700650,,Bas Anne,,NLD,,,,66.0,,8.0,,general cargo with container capacity
616880000,7434731,Nur,1977.0,COM,4083.0,146.0,6.6,82.05,74.88,13.34,12.5,general cargo with container capacity
273326760,7711763,Conro Trader,1978.0,RUS,4533.0,336.0,4.25,109.04,99.44,21.57,18.0,roll on roll off with container capacity
,7632228,Lin Hai 9,1977.0,CHN,8627.0,157.0,7.22,119.0,110.01,18.04,18.04,general cargo with container capacity
413376260,,Xing Long 29,2010.0,CHN,,,4.2,121.0,,18.0,,general cargo with container capacity
413000510,7525396,Da Jiang Hai 3,1979.0,CHN,15985.0,160.0,8.96,144.0,134.0,21.4,21.4,general cargo with container capacity
566642000,9457622,Wan Hai 512,2012.0,SGP,57830.0,4532.0,12.84,259.0,246.4,,37.3,fully cellular containership
413471050,9608922,Ji Xiang Song,2011.0,CHN,27352.0,1371.0,10.2,179.5,169.5,,27.2,general cargo with container capacity
413471970,9608934,Ru Yi Song,2012.0,CHN,27302.0,1391.0,10.5,179.5,169.5,,27.2,general cargo with container capacity
413471950,9608946,Ping An Song,2012.0,CHN,27305.0,1371.0,10.2,179.5,169.5,,27.2,general cargo with container capacity
563210100,9608910,Zi Jing Song,2012.0,SGP,27403.0,1391.0,10.2,179.5,169.5,,27.2,general cargo with container capacity
413471960,9608958,Xing Fu Song,2012.0,CHN,27292.0,1371.0,10.2,179.5,169.5,27.2,27.2,general cargo with container capacity
563219500,9608843,Mu Mian Song,2012.0,SGP,27372.0,1391.0,10.2,179.5,169.5,,27.2,bulk carrier with container capacity
563218200,9608829,Lian Hua Song,2011.0,SGP,27412.0,1391.0,10.2,179.5,169.5,,27.2,general cargo with container capacity
563210300,9608817,Fu Rong Song,2011.0,SGP,27421.0,1391.0,10.2,179.5,169.5,,27.2,bulk carrier with container capacity
563210400,9608398,Da Chang,2013.0,SGP,29062.0,970.0,10.1,179.5,176.0,,28.0,general cargo with container capacity
563214500,9607825,Da An,2013.0,SGP,29000.0,2125.0,10.1,179.5,176.0,28.0,28.0,general cargo with container capacity
477190600,9610547,SITC Qingdao,2012.0,HKG,12998.0,1040.0,7.4,143.9,134.7,22.63,22.6,fully cellular containership
477250600,9610559,SITC Busan,2013.0,HKG,13009.0,1040.0,7.4,143.9,134.7,22.63,22.6,fully cellular containership
477274900,9610535,SITC Kwangyang,2012.0,HKG,12868.0,953.0,7.4,142.7,134.68,,22.6,fully cellular containership
413478240,9608403,Da De,2014.0,CHN,29572.0,1035.0,9.2,179.57,170.0,,28.0,general cargo with container capacity
413478230,9608427,Da Xin,2014.0,CHN,29565.0,1035.0,9.2,179.57,170.0,,28.0,general cargo with container capacity
413479110,9608439,Da Zhi,2014.0,CHN,29496.0,1035.0,9.2,179.57,170.0,,28.0,general cargo with container capacity
413479970,9608415,Da Liang,2014.0,CHN,29636.0,1035.0,10.1,179.57,170.0,,28.0,general cargo with container capacity
352853000,9606302,MSC London,2014.0,PAN,186650.0,16652.0,16.02,399.0,350.0,,54.0,fully cellular containership
373598000,9606338,MSC Amsterdam,2015.0,PAN,186541.0,17508.0,16.02,399.0,350.0,54.0,54.0,fully cellular containership
636017537,9606326,MSC Istanbul,2015.0,LBR,186650.0,17508.0,16.03,399.0,383.0,54.0,54.0,fully cellular containership
352952000,9606314,MSC New York,2014.0,PAN,186766.0,17508.0,16.02,399.0,350.0,54.0,54.0,fully cellular containership
566730000,9457634,Wan Hai 513,2012.0,SGP,57830.0,4500.0,12.8,259.0,246.4,38.2,37.3,fully cellular containership
566828000,9457646,Wan Hai 515,2013.0,SGP,57830.0,4532.0,12.84,259.0,246.4,,37.3,fully cellular containership
566886000,9457658,Wan Hai 516,2013.0,SGP,57830.0,4680.0,12.8,259.0,246.4,,37.3,fully cellular containership
566942000,9457660,Wan Hai 517,2013.0,SGP,57830.0,4532.0,12.8,259.0,246.4,,37.3,fully cellular containership
636093333,9610157,Livorno Express,2014.0,LBR,51916.0,3832.0,12.5,227.96,217.3,,37.32,fully cellular containership
636093334,9610169,Detroit Express,2014.0,LBR,52033.0,3832.0,12.5,227.97,217.3,,37.3,fully cellular containership
636015465,9459101,Nobility,2012.0,LBR,12754.0,1049.0,8.22,146.3,135.88,22.6,22.6,fully cellular containership
605136720,9459125,Tahat,2012.0,DZA,12754.0,1049.0,8.22,146.3,133.5,22.6,22.6,fully cellular containership
566409000,9462017,APL Southampton,2012.0,SGP,135694.0,10700.0,15.5,347.05,330.97,45.6,45.19,fully cellular containership
566410000,9462029,APL Salalah,2012.0,SGP,135812.0,10700.0,15.5,347.03,330.98,45.6,45.2,fully cellular containership
566483000,9462043,APL Barcelona,2012.0,SGP,135532.0,10700.0,15.5,347.38,331.01,45.6,45.2,fully cellular containership
566482000,9462031,APL Yangshan,2012.0,SGP,135565.0,10700.0,15.5,347.09,331.01,45.6,45.2,fully cellular containership
219596000,9609964,Ark Dania,2014.0,DIS,12000.0,342.0,7.01,195.2,185.0,,30.5,roll on roll off with container capacity
219551000,9609952,Ark Germania,2014.0,DIS,11416.0,342.0,10.8,195.2,185.96,,26.0,roll on roll off with container capacity
255806233,9450296,MSC Precision V,2009.0,PMD,59431.0,4616.0,14.5,264.36,250.99,,32.2,fully cellular containership
636024967,9450301,Northern Practise,2009.0,LBR,59353.0,4616.0,13.5,264.35,251.0,,32.2,fully cellular containership
247486600,9450313,Jolly Oro,2009.0,ITA,62391.0,4616.0,13.92,264.32,251.01,,32.2,fully cellular containership
636022708,9450325,MSC Prelude V,2009.0,LBR,59404.0,4616.0,14.5,264.29,251.01,32.26,32.2,fully cellular containership
636024985,9450337,MSC Jubilee IX,2009.0,LBR,108771.0,8411.0,14.5,333.57,317.2,43.2,43.2,fully cellular containership
416254900,9601807,Highly Advanced,2011.0,TWN,1650.0,128.0,3.97,96.37,86.5,,13.4,general cargo with container capacity
255806037,9450349,Northern Juvenile,2009.0,PMD,108828.0,8411.0,14.5,333.55,317.23,43.32,43.2,fully cellular containership
255806105,9450351,MSC Justice VIII,2010.0,PMD,108836.0,8411.0,16.05,332.85,317.21,,43.2,fully cellular containership
255806170,9450363,MSC Jamboree IX,2010.0,PMD,108828.0,8411.0,14.5,332.76,317.23,43.2,43.2,fully cellular containership
247487700,9467043,Jolly Argento,2010.0,ITA,59187.0,4400.0,13.92,264.32,258.3,,32.2,fully cellular containership
538011225,9467055,Irenes Power,2010.0,MHL,59346.0,4616.0,13.5,264.27,251.01,,32.2,fully cellular containership
255806169,9465095,MSC Javelin IX,2009.0,PMD,108677.0,8400.0,14.5,333.58,317.22,,43.2,fully cellular containership
255806034,9466960,Msc Jasper VIII,2009.0,PRT,108804.0,8411.0,16.05,333.58,317.21,43.2,43.2,fully cellular containership
255806039,9466972,Northern Jaguar,2009.0,PMD,108731.0,8411.0,14.5,333.59,317.21,43.2,43.2,fully cellular containership
563165200,9466984,Maersk Shekou,2010.0,SGP,108622.0,8411.0,24.5,332.74,317.23,44.0,43.2,fully cellular containership
,9466439,Surigao,2011.0,UNK,142500.0,,,,,,,fully cellular containership
563004500,9611046,Tallahassee,2012.0,SGP,12575.0,1100.0,8.3,143.18,133.43,23.0,22.61,fully cellular containership
563004400,9611034,Chattanooga,2012.0,SGP,12580.0,1100.0,8.3,143.17,133.43,,22.61,fully cellular containership
563004600,9611058,Kalamazoo,2013.0,SGP,12594.0,1042.0,8.3,143.18,133.43,,22.59,fully cellular containership
538003446,9442093,Kyowa Orchid,2009.0,MHL,12122.0,506.0,8.62,125.11,116.0,21.2,21.2,general cargo with container capacity
538003835,9464132,Kyowa Rose,2010.0,MHL,12150.0,506.0,8.61,124.71,116.0,21.2,21.2,general cargo with container capacity
316054877,9468114,Ukpik,2011.0,CAN,12777.0,68.0,11.0,138.07,130.0,21.5,21.0,general cargo with container capacity
636023262,9426570,Lcaw Qingdao,2008.0,LBR,13802.0,538.0,14.0,124.56,116.0,,21.1,general cargo with container capacity
636091788,9468102,BBC Alberta,2010.0,LBR,12669.0,665.0,8.0,138.04,130.71,21.5,21.0,general cargo with container capacity
305469000,9468085,Alanis,2010.0,ATG,12653.0,665.0,8.0,138.04,130.71,21.5,21.0,general cargo with container capacity
305470000,9468097,Annie,2010.0,ATG,12653.0,665.0,8.0,138.07,130.0,21.5,21.0,general cargo with container capacity
257041670,9579468,Kryssholm,2011.0,NOR,4284.0,156.0,5.41,89.9,84.95,,13.6,general cargo with container capacity
574006250,9609419,Haian Iris,2011.0,VNM,12490.0,900.0,8.21,146.03,138.0,146.0,22.5,fully cellular containership
311001642,9609457,Saga Fuji,2013.0,BHS,55400.0,2030.0,13.3,199.9,194.03,32.26,32.26,general cargo with container capacity
677041700,7615012,Armony,1977.0,TZA,1582.0,116.0,4.9,71.0,65.16,12.83,12.8,general cargo with container capacity
412373290,7632230,Hu Sai Shun,1977.0,CHN,8641.0,157.0,7.13,119.0,110.01,18.04,18.04,general cargo with container capacity
525015133,7711921,Alken Persia,1978.0,IDN,1970.0,128.0,4.43,71.0,65.5,,12.8,general cargo with container capacity
273441770,7628265,Chara,1978.0,RUS,6553.0,174.0,7.2,119.3,108.28,17.04,17.04,general cargo with container capacity
636092678,9612870,Tolten,2012.0,LBR,98718.0,8004.0,13.5,299.94,285.0,45.59,45.59,fully cellular containership
636092680,9612882,Tirua,2012.0,LBR,98883.0,8004.0,13.5,299.97,285.0,45.59,45.59,fully cellular containership
367503980,9506722,Ocean Freedom,2010.0,USA,14360.0,985.0,9.1,153.52,145.5,,23.21,general cargo with container capacity
305663000,9506734,BBC Topaz,2010.0,ATG,14360.0,985.0,9.12,153.43,145.5,,23.21,general cargo with container capacity
305740000,9506746,BBC Onyx,2011.0,ATG,14360.0,985.0,9.12,153.53,145.5,,23.2,general cargo with container capacity
305776000,9506758,BBC Opal,2011.0,ATG,14360.0,985.0,9.1,153.52,145.5,,23.21,general cargo with container capacity
636021229,9426324,Songa Lioness,2010.0,LBR,25937.0,1794.0,10.71,179.7,167.2,27.7,27.6,fully cellular containership
636021234,9501772,Songa Leopard,2010.0,LBR,25775.0,1794.0,10.7,179.72,167.2,28.0,27.6,fully cellular containership
563280700,9443487,Seaspan Lumaco,2009.0,SGP,53391.0,4250.0,12.6,261.1,248.63,32.25,32.25,fully cellular containership
563280600,9443475,Seaspan Lingue,2010.0,SGP,50435.0,4250.0,12.6,261.07,248.63,32.25,32.25,fully cellular containership
229820000,9443463,CMA CGM Lebu,2010.0,MLT,50276.0,4250.0,12.6,261.04,247.09,32.25,32.25,fully cellular containership
636020782,9471238,MSC Shahar,2011.0,LBR,53050.0,4250.0,12.6,261.03,248.54,32.25,32.25,fully cellular containership
229753000,9477787,CMA CGM Perth,2012.0,MLT,49837.0,4250.0,12.6,261.1,247.09,32.25,32.25,fully cellular containership
256214000,9471202,CMA CGM Constanza,2010.0,MLT,50107.0,4250.0,12.6,261.09,248.55,32.25,32.25,fully cellular containership
256208000,9471214,CMA CGM Tarragona,2010.0,MLT,50089.0,4250.0,12.6,261.1,248.55,32.25,32.25,fully cellular containership
255915948,9471226,MSC Nassau IV,2010.0,PMD,53050.0,4250.0,12.6,261.08,248.55,32.25,32.25,fully cellular containership
574001630,9503691,Haian Mind,2012.0,VNM,25793.0,1794.0,10.72,179.72,167.22,,27.62,fully cellular containership
258746000,9470870,Borgenfjord,2009.0,NOR,3607.0,148.0,5.9,87.69,82.49,13.5,13.0,general cargo with container capacity
255806099,9509774,MSC Agna II,2009.0,PMD,21120.0,1496.0,9.5,180.37,169.3,25.0,25.0,fully cellular containership
413553460,,Huai An Yong Shun,,CHN,,,2.6,105.0,,16.0,,general cargo with container capacity
209140000,9509786,Contship Day,2010.0,CYP,21200.0,1496.0,9.5,180.36,169.22,25.0,25.0,fully cellular containership
209425000,9509803,Contship Cup,2012.0,CYP,21281.0,1496.0,9.5,180.38,169.24,25.0,25.0,fully cellular containership
577601000,7720439,Barla,1977.0,VUT,2351.0,82.0,3.71,79.5,73.72,12.81,12.8,general cargo with container capacity
525009289,7633181,Hasil Bahari 7,1978.0,IDN,3186.0,60.0,5.12,91.52,58.8,13.25,13.25,general cargo with container capacity
,7631585,Parnaraya 38,1977.0,IDN,8552.0,70.0,7.25,115.02,107.0,18.41,18.41,general cargo with container capacity
240581000,7707487,Michalis K.,1977.0,GRC,1281.0,47.0,5.07,62.92,57.03,11.21,11.21,general cargo with container capacity
735058141,7523336,Angelina I,1978.0,ECU,1168.0,31.0,3.79,63.28,58.3,11.03,10.98,general cargo with container capacity
553111506,7408196,Lotus,1975.0,PNG,4135.0,132.0,6.05,82.81,76.2,15.0,14.99,general cargo with container capacity
244070991,,Comienzo,2007.0,NLD,5695.0,502.0,4.0,134.75,,15.0,,general cargo with container capacity
273315600,7612503,Lauga,1978.0,RUS,2557.0,83.0,4.1,95.0,90.2,13.22,13.21,general cargo with container capacity
372088000,7709370,Hai Fu,1978.0,PAN,2160.0,122.0,4.62,75.0,72.0,13.56,13.56,general cargo with container capacity
412330570,,XINYIYANG5,,CHN,,,4.0,111.0,,16.0,,general cargo with container capacity
413359050,,Xin Hai Ji He Xie Hao,,CHN,,,,247.0,,42.0,,general cargo with container capacity
413695410,,Feng Xin Da 9,,CHN,,,6.2,120.0,,17.0,,general cargo with container capacity
412553760,,Jia Xing 17,,CHN,,,4.5,99.0,,16.0,,general cargo with container capacity
215558000,9461893,APL Qingdao,2012.0,MLT,125370.0,10106.0,15.52,349.0,334.0,45.6,45.6,fully cellular containership
566318000,9461867,APL Chongqing,2011.0,SGP,125307.0,10100.0,13.0,349.27,334.0,45.6,45.6,fully cellular containership
566407000,9461881,APL Le Havre,2012.0,SGP,125406.0,10106.0,15.53,349.0,334.0,45.6,45.6,fully cellular containership
566319000,9461879,APL Gwangyang,2011.0,SGP,125339.0,10106.0,15.53,349.0,334.0,45.6,45.6,fully cellular containership
413467360,,Yue Liang Hua,2010.0,CHN,,,3.6,49.0,,15.0,,general cargo with container capacity
413696170,,Hai Shun Feng 15,,CHN,,,,140.0,,20.0,,general cargo with container capacity
636015131,9464247,Maliakos,2012.0,LBR,51570.0,4398.0,12.5,262.08,248.0,32.2,32.2,fully cellular containership
413762719,,TAI ZUN 888,2010.0,CHN,,,5.3,50.0,,15.0,,general cargo with container capacity
413865741,,Zhong Hang 926,,CHN,,,3.5,47.0,,16.0,,general cargo with container capacity
413762705,,Jian Gong 199,,CHN,,,3.7,49.0,,15.0,,general cargo with container capacity
273357130,9531894,Rossita,2011.0,RUS,1620.0,16.0,4.15,84.0,76.7,14.0,14.0,general cargo with container capacity
412361820,,Da Xin 66,,CHN,,,4.3,92.0,,16.0,,general cargo with container capacity
413467550,,Sheng Ping 182,2010.0,CHN,,,1.6,69.0,,16.0,,general cargo with container capacity
538010770,9464314,Gulf Barakah,2012.0,MHL,53097.0,4400.0,12.5,262.07,248.0,32.25,32.2,fully cellular containership
235082896,9463011,Edison,2011.0,GBR,156188.0,13092.0,15.5,366.0,350.0,48.2,48.2,fully cellular containership
235084298,9463023,Erving,2011.0,GBR,149069.0,13092.0,15.52,366.0,350.0,48.2,48.2,fully cellular containership
636018385,9463035,MSC Natasha XIII,2011.0,LBR,141398.0,13092.0,15.52,366.0,350.0,48.2,48.2,fully cellular containership
636018571,9463047,MSC Emma,2011.0,LBR,141398.0,13092.0,15.52,366.0,350.0,48.2,48.2,fully cellular containership
413380220,9613771,Hai Men,2011.0,CHN,9695.0,464.0,7.4,124.5,116.5,21.0,20.8,fully cellular containership
636018572,9463059,MSC Elisa XIII,2011.0,LBR,141334.0,13102.0,15.5,366.0,350.0,48.26,48.2,fully cellular containership
413762716,,Cheng Xiang 568,2011.0,CHN,,,3.5,50.0,,15.0,,general cargo with container capacity
413467410,,Fang Zhou 10,,CHN,,,3.8,68.0,,15.0,,general cargo with container capacity
636015664,9619426,MSC Altamira,2012.0,LBR,118176.0,8762.0,15.0,299.18,280.28,,48.2,fully cellular containership
413900788,,Jia Lian 25,,CHN,,,3.7,50.0,,15.0,,general cargo with container capacity
413901563,,Yue Gang 9 Hao,,CHN,,,2.6,60.0,,13.0,,general cargo with container capacity
413462530,,Sheng Ping 328,,CHN,,,,9.0,,15.0,,general cargo with container capacity
563033000,9629110,Ever Lovely,2015.0,SGP,103891.0,8488.0,13.5,334.8,317.0,,45.8,fully cellular containership
624019000,9617363,Gambella,2013.0,ETH,28119.0,1696.0,8.5,166.49,158.32,,27.4,general cargo with container capacity
413901219,,Jiang Hang 989,,CHN,,,3.6,50.0,,16.0,,general cargo with container capacity
413900965,,Shun Feng 268,,CHN,,,3.8,50.0,,,,general cargo with container capacity
477454900,9613587,OOCL Genoa,2015.0,HKG,101115.0,8888.0,14.65,334.84,319.83,,42.78,fully cellular containership
538005562,9616838,Star Lygra,2013.0,MHL,50741.0,,12.64,204.36,194.03,32.31,32.26,general cargo with container capacity
636015980,9627899,Toconao,2013.0,LBR,116079.0,9504.0,14.5,299.9,286.8,,48.4,fully cellular containership
